code,facility_uuid,district_name,Directorate_name,facility_name,facility_type_name,Total User Count,User Login Count,Registration Count,Lab Order Count,Admission Count,Total Department Count,Total Active Department Count,Total Doctor Count,Login Doctor Count,Total Nurse Count,Login Nurse Count
SDH130,185,Ramanathapuram,Directorate of Medical and Rural Health Services(DMS),Paramakudi-SDH,SDH,71,63,41139,13388,31,30,5,15,7,29,1
SDH131,186,Ramanathapuram,Directorate of Medical and Rural Health Services(DMS),Kilakarai-SDH,SDH,41,32,11908,3539,355,30,7,9,8,12,3
SDH132,187,Ramanathapuram,Directorate of Medical and Rural Health Services(DMS),Thiruvadanai-SDH,SDH,36,26,2822,7285,0,30,3,4,1,14,0
SDH133,188,Salem,Directorate of Medical and Rural Health Services(DMS),Attur-SDH,SDH,117,109,72162,11732,4116,30,9,30,9,54,4
SDH134,189,Salem,Directorate of Medical and Rural Health Services(DMS),Edapadi-SDH,SDH,87,79,3812,11472,48,32,6,3,3,38,2
SDH135,190,Salem,Directorate of Medical and Rural Health Services(DMS),Gangavalli-SDH,SDH,36,26,2621,216,18,30,7,3,3,10,0
SDH136,191,Salem,Directorate of Medical and Rural Health Services(DMS),Jalakandapuram-SDH,SDH,37,28,6163,1219,0,30,7,3,3,8,0
SDH137,192,Salem,Directorate of Medical and Rural Health Services(DMS),Omalur-SDH,SDH,73,65,2636,3360,304,34,5,3,2,35,1
SDH138,193,Salem,Directorate of Medical and Rural Health Services(DMS),Bethanaickenpalayam-SDH,SDH,15,5,4573,10990,1,30,3,3,4,1,0
SDH139,194,Salem,Directorate of Medical and Rural Health Services(DMS),Sankari-SDH,SDH,45,34,1155,2704,0,30,4,3,2,13,0
SDH140,195,Salem,Directorate of Medical and Rural Health Services(DMS),Valapady-SDH,SDH,14,4,4402,6236,0,30,4,3,3,1,0
SDH141,196,Salem,Directorate of Medical and Rural Health Services(DMS),Nainampatti-SDH,SDH,14,3,991,878,0,30,3,3,2,1,0
SDH142,197,Salem,Directorate of Medical and Rural Health Services(DMS),Vembadithalam-SDH,SDH,32,21,2140,2744,1,30,7,3,4,8,0
SDH143,198,Salem,Directorate of Medical and Rural Health Services(DMS),Yercaud-SDH,SDH,32,21,3676,11573,1,30,5,3,3,8,0
SDH144,199,Sivagangai,Directorate of Medical and Rural Health Services(DMS),Devakottai-SDH,SDH,61,50,30377,5777,2519,155,20,3,13,24,1
SDH145,200,Sivagangai,Directorate of Medical and Rural Health Services(DMS),Ilayankudi-SDH,SDH,36,27,2201,1874,0,30,5,3,3,10,0
SDH146,201,Sivagangai,Directorate of Medical and Rural Health Services(DMS),Kalaiyarkoil-SDH,SDH,14,4,909,1325,0,30,4,3,2,1,0
SDH147,202,Sivagangai,Directorate of Medical and Rural Health Services(DMS),Paganeri Wch-SDH,SDH,24,14,4503,122,2,30,7,4,2,5,1
SDH148,203,Sivagangai,Directorate of Medical and Rural Health Services(DMS),Palavangudi Wch-SDH,SDH,19,8,623,28,1,30,6,3,2,5,1
SDH149,204,Sivagangai,Directorate of Medical and Rural Health Services(DMS),Manamadurai-SDH,SDH,56,45,2337,3306,0,143,4,17,4,21,0
SDH150,205,Sivagangai,Directorate of Medical and Rural Health Services(DMS),Pulankurichi-SDH,SDH,19,8,7,21,0,30,1,3,1,3,0
SDH151,206,Sivagangai,Directorate of Medical and Rural Health Services(DMS),Kanadukathan-SDH,SDH,36,25,1861,41,27,30,8,3,3,8,1
SDH152,207,Sivagangai,Directorate of Medical and Rural Health Services(DMS),Kandanur-SDH,SDH,23,13,4704,577,125,30,8,4,5,4,1
SDH153,208,Sivagangai,Directorate of Medical and Rural Health Services(DMS),Kothamangalam Wch-SDH,SDH,20,10,1405,32,9,30,6,3,3,4,2
SDH154,209,Sivagangai,Directorate of Medical and Rural Health Services(DMS),Pallathur Wch-SDH,SDH,22,11,4858,111,25,30,6,4,4,5,3
SDH155,210,Sivagangai,Directorate of Medical and Rural Health Services(DMS),Singampunari-SDH,SDH,43,30,20244,1554,100,31,8,6,9,8,2
SDH156,211,Sivagangai,Directorate of Medical and Rural Health Services(DMS),Sivaganga Wch-SDH,SDH,24,13,266,553,0,30,3,3,3,3,0
SDH157,212,Sivagangai,Directorate of Medical and Rural Health Services(DMS),Pulankurichi Wch-SDH,SDH,19,8,405,17,53,30,3,3,3,4,2
SDH158,213,Sivagangai,Directorate of Medical and Rural Health Services(DMS),Tiruppathur SDH,SDH,178,168,14528,3010,76,30,9,4,11,83,1
SDH159,214,Sivagangai,Directorate of Medical and Rural Health Services(DMS),Thiruppuvanam-SDH,SDH,33,22,92,64,0,30,3,4,3,8,0
SDH160,215,Thanjavur,Directorate of Medical and Rural Health Services(DMS),Boothalur-SDH,SDH,32,21,6202,1729,0,30,4,10,6,7,0
SDH161,216,Thanjavur,Directorate of Medical and Rural Health Services(DMS),Thirukattupalli-SDH,SDH,30,20,13427,5926,82,30,6,7,8,6,0
SDH162,217,Thanjavur,Directorate of Medical and Rural Health Services(DMS),Nachiarkoil-SDH,SDH,25,15,20563,2347,75,30,8,6,6,5,0
SDH163,218,Thanjavur,Directorate of Medical and Rural Health Services(DMS),Orathanadu-SDH,SDH,43,33,19159,3985,20,30,13,10,11,12,0
SDH164,219,Thanjavur,Directorate of Medical and Rural Health Services(DMS),Ayyampettai-SDH,SDH,28,18,29952,5012,151,30,8,5,5,8,0
SDH165,220,Thanjavur,Directorate of Medical and Rural Health Services(DMS),Papanasam-SDH,SDH,36,28,16301,5058,0,30,9,11,9,7,0
SDH166,221,Thanjavur,Directorate of Medical and Rural Health Services(DMS),Adiramapattinam-SDH,SDH,27,18,25877,16668,465,30,7,7,5,6,0
SDH167,222,Thanjavur,Directorate of Medical and Rural Health Services(DMS),Pattukottai-SDH,SDH,102,95,30163,13055,1340,33,12,29,25,42,2
SDH168,223,Thanjavur,Directorate of Medical and Rural Health Services(DMS),Peravurani-SDH,SDH,50,27,22766,3050,519,30,12,18,9,16,1
SDH169,224,Thanjavur,Directorate of Medical and Rural Health Services(DMS),Tirupanandal-SDH,SDH,30,21,5993,4865,0,30,4,7,6,6,0
SDH170,225,Thanjavur,Directorate of Medical and Rural Health Services(DMS),Thiruvaiyaru-SDH,SDH,37,29,40216,13360,0,30,8,12,9,8,0
SDH171,226,Thanjavur,Directorate of Medical and Rural Health Services(DMS),Aduthurai-SDH,SDH,26,16,25712,6412,416,30,11,4,3,5,1
SDH172,227,Thanjavur,Directorate of Medical and Rural Health Services(DMS),Tiruvidaimarudur-SDH,SDH,36,26,16081,4386,1,30,9,10,11,8,0
SDH173,228,Theni,Directorate of Medical and Rural Health Services(DMS),Andipatti-SDH,SDH,34,28,40903,5630,2,35,20,12,10,5,0
SDH174,229,Theni,Directorate of Medical and Rural Health Services(DMS),Bodinaickannur-SDH,SDH,63,56,29296,31827,5,36,8,21,12,25,0
SDH175,230,Theni,Directorate of Medical and Rural Health Services(DMS),Chinnamanur-SDH,SDH,41,33,40208,14822,414,39,20,11,10,14,0
SDH176,231,Theni,Directorate of Medical and Rural Health Services(DMS),Cumbum-SDH,SDH,67,58,28441,7381,2261,35,12,21,6,23,2
SDH177,232,Theni,Directorate of Medical and Rural Health Services(DMS),Uthamapalayam-SDH,SDH,47,41,66055,3021,432,36,19,9,7,15,1
SDH178,233,Tiruvallur,Directorate of Medical and Rural Health Services(DMS),Uthukottai-SDH,SDH,31,23,1933,7258,0,30,2,9,9,7,0
SDH179,234,Tiruvallur,Directorate of Medical and Rural Health Services(DMS),Gummidipoondi-SDH,SDH,37,26,3663,22,5,30,4,8,4,10,0
SDH180,235,Tiruvallur,Directorate of Medical and Rural Health Services(DMS),Madhavaram-SDH,SDH,44,33,2585,4862,0,30,3,9,3,11,0
SDH181,236,Tiruvallur,Directorate of Medical and Rural Health Services(DMS),Pazhavarkadu-SDH,SDH,29,19,1812,4823,0,30,2,8,3,6,0
SDH182,237,Tiruvallur,Directorate of Medical and Rural Health Services(DMS),Ponneri-SDH,SDH,62,53,444,681,23,30,4,17,3,23,2
SDH183,238,Tiruvallur,Directorate of Medical and Rural Health Services(DMS),Pallipattu-SDH,SDH,33,23,3850,624,0,30,4,9,6,10,0
SDH184,239,Tiruvallur,Directorate of Medical and Rural Health Services(DMS),Podaddurpet-SDH,SDH,31,22,15163,10752,450,30,11,6,10,8,0
SDH185,240,Tiruvallur,Directorate of Medical and Rural Health Services(DMS),Avadi-SDH,SDH,36,26,1698,1018,23,30,3,8,6,10,0
SDH186,241,Tiruvallur,Directorate of Medical and Rural Health Services(DMS),Poonamallee-SDH,SDH,52,42,3026,767,0,30,6,16,7,12,0
SDH187,242,Tiruvallur,Directorate of Medical and Rural Health Services(DMS),Tiruthani-SDH,SDH,90,81,24133,5147,160,30,10,19,12,40,2
SDH188,243,Thiruvarur,Directorate of Medical and Rural Health Services(DMS),Kodavasal-SDH,SDH,35,25,16686,7964,8,30,5,5,7,13,1
SDH189,244,Thiruvarur,Directorate of Medical and Rural Health Services(DMS),Koothanallur-SDH,SDH,30,20,14234,6165,68,30,13,10,9,5,0
SDH190,245,Thiruvarur,Directorate of Medical and Rural Health Services(DMS),Nannilam-SDH,SDH,43,33,13945,21347,4,30,6,7,4,14,0
SDH191,246,Thiruvarur,Directorate of Medical and Rural Health Services(DMS),Needamangalam-SDH,SDH,41,30,13442,8827,265,30,8,11,12,10,2
SDH192,247,Thiruvarur,Directorate of Medical and Rural Health Services(DMS),Tiruthuraipoondi-SDH,SDH,80,71,31344,44125,317,30,7,19,18,31,3
SDH193,248,Thiruvarur,Directorate of Medical and Rural Health Services(DMS),Vijayapuram Wch-SDH,SDH,31,20,6849,8330,0,30,5,6,6,9,0
SDH194,249,Thiruvarur,Directorate of Medical and Rural Health Services(DMS),Valangaiman-SDH,SDH,35,25,30877,18713,961,30,12,10,11,9,1
SDH195,250,Thiruchirappalli,Directorate of Medical and Rural Health Services(DMS),Srirangam-SDH,SDH,104,93,21730,6902,351,30,6,24,5,35,0
SDH196,251,Thiruchirappalli,Directorate of Medical and Rural Health Services(DMS),Lalgudi-SDH,SDH,76,65,25466,7390,861,30,12,18,18,24,1
SDH197,252,Thiruchirappalli,Directorate of Medical and Rural Health Services(DMS),Manachanalur-SDH,SDH,48,38,3347,6726,10,30,5,11,12,17,0
SDH198,253,Thiruchirappalli,Directorate of Medical and Rural Health Services(DMS),Omandur-SDH,SDH,44,34,14408,15590,315,30,5,7,9,15,0
SDH199,254,Thiruchirappalli,Directorate of Medical and Rural Health Services(DMS),Thuvarankurichi-SDH,SDH,47,37,10078,5779,52,30,6,10,15,10,0
SDH200,255,Thiruchirappalli,Directorate of Medical and Rural Health Services(DMS),Musiri-SDH,SDH,82,72,1195,5096,0,30,5,20,11,25,0
SDH201,256,Thiruchirappalli,Directorate of Medical and Rural Health Services(DMS),Thuvakudi-SDH,SDH,42,33,1319,2468,0,30,2,12,2,9,0
SDH202,257,Thiruchirappalli,Directorate of Medical and Rural Health Services(DMS),Thottiyam-SDH,SDH,29,18,17862,10748,636,30,6,7,9,7,0
SDH203,258,Thiruchirappalli,Directorate of Medical and Rural Health Services(DMS),Thuraiyur-SDH,SDH,64,53,10049,15741,5,30,5,15,16,20,0
SDH204,259,Tirunelveli,Directorate of Medical and Rural Health Services(DMS),Alangulam-SDH,SDH,30,19,502,954,0,30,2,7,2,6,0
SDH205,260,Tirunelveli,Directorate of Medical and Rural Health Services(DMS),Ambasamudram-SDH,SDH,17,7,13542,8263,4,30,8,3,4,1,1
SDH206,261,Tirunelveli,Directorate of Medical and Rural Health Services(DMS),Cheranmadevi-SDH,SDH,30,19,3656,5995,1,30,4,8,9,8,0
SDH207,262,Tirunelveli,Directorate of Medical and Rural Health Services(DMS),Ayikudi-SDH,SDH,24,13,2459,7179,0,30,3,3,1,5,0
SDH208,263,Tirunelveli,Directorate of Medical and Rural Health Services(DMS),Kadayanallur-SDH,SDH,58,48,5135,8017,5,30,8,13,12,25,0
SDH209,264,Tirunelveli,Directorate of Medical and Rural Health Services(DMS),Kalakkad-SDH,SDH,24,13,1002,2559,0,30,2,5,3,6,0
SDH210,265,Tirunelveli,Directorate of Medical and Rural Health Services(DMS),Veerakeralamputhur-SDH,SDH,33,24,2395,8151,0,30,6,10,7,8,0
SDH211,266,Tirunelveli,Directorate of Medical and Rural Health Services(DMS),Nanguneri-SDH,SDH,59,49,3927,3689,0,30,7,15,11,21,0
SDH212,267,Tirunelveli,Directorate of Medical and Rural Health Services(DMS),Melapalayam-SDH,SDH,54,42,5266,793,1,30,6,15,8,13,0
SDH213,268,Tirunelveli,Directorate of Medical and Rural Health Services(DMS),Koodankulam-SDH,SDH,53,44,654,970,139,30,4,11,2,19,2
SDH214,269,Tirunelveli,Directorate of Medical and Rural Health Services(DMS),Radhapuram-SDH,SDH,28,5,160,425,0,30,3,7,1,6,0
SDH215,270,Tirunelveli,Directorate of Medical and Rural Health Services(DMS),Sankaran Kovil-SDH,SDH,17,8,12506,2972,71,30,9,3,5,1,2
SDH216,271,Tirunelveli,Directorate of Medical and Rural Health Services(DMS),Shengottah-SDH,SDH,41,32,31023,2227,623,30,9,12,5,12,1
SDH217,272,Tirunelveli,Directorate of Medical and Rural Health Services(DMS),Valliyur-SDH,SDH,30,19,1153,2566,1,30,4,7,2,7,0
SDH218,273,Tirunelveli,Directorate of Medical and Rural Health Services(DMS),Puliyankudi-SDH,SDH,39,29,1307,3671,17,30,4,10,10,9,0
SDH219,274,Tirunelveli,Directorate of Medical and Rural Health Services(DMS),Sivagiri-SDH,SDH,38,27,2506,4488,1,30,4,7,3,13,0
SDH220,275,Tiruppur,Directorate of Medical and Rural Health Services(DMS),Avinashi-SDH,SDH,55,46,7248,1788,5,31,6,15,6,19,0
SDH221,276,Tiruppur,Directorate of Medical and Rural Health Services(DMS),Dharapuram-SDH,SDH,90,80,6604,25541,1,40,8,22,5,38,1
SDH222,277,Tiruppur,Directorate of Medical and Rural Health Services(DMS),Kangeyam-SDH,SDH,42,33,753,1326,0,30,4,11,7,9,0
SDH223,278,Tiruppur,Directorate of Medical and Rural Health Services(DMS),Madathukulam-SDH,SDH,14,4,2924,17955,0,30,3,3,2,1,0
SDH224,279,Tiruppur,Directorate of Medical and Rural Health Services(DMS),Karadivavi-SDH,SDH,20,11,32,3,0,30,3,4,1,6,0
SDH225,280,Tiruppur,Directorate of Medical and Rural Health Services(DMS),Palladam-SDH,SDH,83,74,2252,2907,2,30,4,22,7,32,0
SDH226,281,Tiruppur,Directorate of Medical and Rural Health Services(DMS),Jallipatti-SDH,SDH,23,13,639,5,30,30,3,5,2,6,0
SDH227,282,Tiruppur,Directorate of Medical and Rural Health Services(DMS),Udumalpet-SDH,SDH,112,102,5133,29116,1,30,4,24,4,50,0
SDH228,283,Tiruppur,Directorate of Medical and Rural Health Services(DMS),Uthukuli-SDH,SDH,14,4,1220,2665,0,30,3,3,3,1,0
SDH229,284,Tiruvannamalai,Directorate of Medical and Rural Health Services(DMS),Arani-SDH,SDH,81,74,27970,54212,677,30,7,19,3,34,3
SDH230,285,Tiruvannamalai,Directorate of Medical and Rural Health Services(DMS),Chengam-SDH,SDH,62,52,18733,54233,0,30,5,13,3,28,0
SDH231,286,Tiruvannamalai,Directorate of Medical and Rural Health Services(DMS),Chetpet-SDH,SDH,35,25,7855,10248,0,30,4,10,7,12,0
SDH232,287,Tiruvannamalai,Directorate of Medical and Rural Health Services(DMS),Kalasapakkam-SDH,SDH,31,23,5445,8224,0,30,5,3,2,14,0
SDH233,288,Tiruvannamalai,Directorate of Medical and Rural Health Services(DMS),Polur-SDH,SDH,76,69,21603,34130,38,30,5,15,4,28,2
SDH234,289,Tiruvannamalai,Directorate of Medical and Rural Health Services(DMS),Thandrampet-SDH,SDH,33,24,18457,44722,49,30,5,9,7,9,2
SDH235,290,Tiruvannamalai,Directorate of Medical and Rural Health Services(DMS),Thanipadi-SDH,SDH,36,25,19239,72142,14,30,5,4,4,14,0
SDH236,291,Tiruvannamalai,Directorate of Medical and Rural Health Services(DMS),Vandavasi-SDH,SDH,71,63,24107,63917,79,30,6,18,11,21,2
SDH237,292,Tiruvannamalai,Directorate of Medical and Rural Health Services(DMS),Vembakkam-SDH,SDH,28,20,4362,10801,38,30,6,10,4,6,1
SDH238,293,Thoothukudi,Directorate of Medical and Rural Health Services(DMS),Ettaiyapuram-SDH,SDH,44,35,16630,9634,399,30,7,9,10,13,4
SDH239,294,Thoothukudi,Directorate of Medical and Rural Health Services(DMS),Ottapidaram-SDH,SDH,39,29,18295,11629,662,30,7,8,7,15,5
SDH240,295,Thoothukudi,Directorate of Medical and Rural Health Services(DMS),Sathankulam-SDH,SDH,31,22,15954,5818,266,30,9,6,7,9,6
SDH241,296,Thoothukudi,Directorate of Medical and Rural Health Services(DMS),Srivaikundam-SDH,SDH,61,52,36006,13576,1028,30,8,16,7,22,5
SDH242,297,Thoothukudi,Directorate of Medical and Rural Health Services(DMS),Kayalpattinam-SDH,SDH,70,60,25458,8132,627,30,11,10,7,31,4
SDH243,298,Thoothukudi,Directorate of Medical and Rural Health Services(DMS),Tiruchendur-SDH,SDH,74,64,30478,7600,2224,30,14,17,11,33,5
SDH244,299,Thoothukudi,Directorate of Medical and Rural Health Services(DMS),Kalangudiyiruppu-SDH,SDH,29,19,17223,19652,396,30,12,5,4,7,6
SDH245,300,Thoothukudi,Directorate of Medical and Rural Health Services(DMS),Vilathikulam-SDH,SDH,44,37,13500,13336,76,30,7,9,6,17,2
SDH246,301,Vellore,Directorate of Medical and Rural Health Services(DMS),Anaikattu-SDH,SDH,14,4,2920,6048,0,30,3,3,3,1,0
SDH247,302,Vellore,Directorate of Medical and Rural Health Services(DMS),Arakkonam-SDH,SDH,74,64,5662,29104,4,30,4,12,3,32,1
SDH248,303,Vellore,Directorate of Medical and Rural Health Services(DMS),Arcot-SDH,SDH,48,37,1143,9956,0,30,4,10,3,14,0
SDH249,304,Vellore,Directorate of Medical and Rural Health Services(DMS),Gudiyatham-SDH,SDH,134,124,11474,16060,18,30,4,24,8,50,1
SDH250,305,Vellore,Directorate of Medical and Rural Health Services(DMS),Ambur-SDH,SDH,77,67,1587,3127,0,30,3,7,5,29,0
SDH251,306,Vellore,Directorate of Medical and Rural Health Services(DMS),Natrampalli-SDH,SDH,14,4,1524,3779,10,30,3,3,3,1,1
SDH252,307,Vellore,Directorate of Medical and Rural Health Services(DMS),Peranampet-SDH,SDH,48,37,3202,4427,0,30,4,10,10,11,0
SDH253,308,Vellore,Directorate of Medical and Rural Health Services(DMS),Sholingar-SDH,SDH,56,47,2404,2740,3,30,4,3,3,25,1
SDH254,309,Vellore,Directorate of Medical and Rural Health Services(DMS),Kalavai-SDH,SDH,36,25,376,343,0,30,1,3,3,13,0
SDH255,310,Vellore,Directorate of Medical and Rural Health Services(DMS),Tirupathur-SDH,SDH,14,5,9304,15324,25,30,4,3,3,1,1
SDH256,311,Vellore,Directorate of Medical and Rural Health Services(DMS),Vaniyambadi-SDH,SDH,67,57,2833,4912,12,30,4,3,3,28,1
SDH257,312,Vellore,Directorate of Medical and Rural Health Services(DMS),Vellore-SDH,SDH,15,5,3763,15631,19,30,3,3,3,1,1
SDH258,313,Villupuram,Directorate of Medical and Rural Health Services(DMS),Chinnasalem-SDH,SDH,41,30,548,1785,0,30,2,10,1,12,0
SDH259,314,Villupuram,Directorate of Medical and Rural Health Services(DMS),Gingee-SDH,SDH,49,39,1235,1741,0,30,3,14,3,18,0
SDH260,315,Villupuram,Directorate of Medical and Rural Health Services(DMS),Valavanur-SDH,SDH,40,30,799,1725,0,30,3,6,3,9,0
SDH261,316,Villupuram,Directorate of Medical and Rural Health Services(DMS),Marakkanam-SDH,SDH,42,32,5495,17386,0,30,3,11,3,9,0
SDH262,317,Villupuram,Directorate of Medical and Rural Health Services(DMS),Tindivanam-SDH,SDH,96,86,4576,14492,0,30,6,24,8,40,0
SDH263,318,Villupuram,Directorate of Medical and Rural Health Services(DMS),Sankarapuram-SDH,SDH,42,31,1663,4007,0,30,2,12,4,8,0
SDH264,319,Villupuram,Directorate of Medical and Rural Health Services(DMS),Tirukoilur-SDH,SDH,96,87,33330,4233,1,30,8,26,9,32,0
SDH265,320,Villupuram,Directorate of Medical and Rural Health Services(DMS),Ulundurpet-SDH,SDH,79,69,1523,2986,0,30,3,16,7,25,0
SDH266,321,Villupuram,Directorate of Medical and Rural Health Services(DMS),Vanur-SDH,SDH,35,25,7907,37544,99,30,4,8,4,9,1
SDH267,322,Villupuram,Directorate of Medical and Rural Health Services(DMS),Vikkiravandi-SDH,SDH,40,33,1949,5644,392,30,4,10,7,11,1
SDH268,323,Villupuram,Directorate of Medical and Rural Health Services(DMS),Villupuram-SDH,SDH,94,86,2951,5436,444,30,5,25,7,27,2
SDH269,324,Virudhunagar,Directorate of Medical and Rural Health Services(DMS),Aruppukottai-SDH,SDH,123,113,13824,3431,204,30,4,30,11,55,1
SDH270,325,Virudhunagar,Directorate of Medical and Rural Health Services(DMS),Kariapatti-SDH,SDH,29,19,53,39,0,30,2,8,2,7,0
SDH271,326,Virudhunagar,Directorate of Medical and Rural Health Services(DMS),Rajapalayam-SDH,SDH,85,75,18952,542,1000,30,6,23,11,39,2
SDH272,327,Virudhunagar,Directorate of Medical and Rural Health Services(DMS),Sathur-SDH,SDH,119,112,1073,1590,0,30,3,24,3,65,0
SDH273,328,Virudhunagar,Directorate of Medical and Rural Health Services(DMS),Sivakasi-SDH,SDH,85,77,1860,1736,951,30,4,19,5,39,2
SDH274,329,Virudhunagar,Directorate of Medical and Rural Health Services(DMS),Thiruthangal-SDH,SDH,14,4,1374,3884,0,30,3,3,2,1,0
SDH275,330,Virudhunagar,Directorate of Medical and Rural Health Services(DMS),Srivilliputhur-SDH,SDH,83,73,7799,7783,58,30,11,19,19,31,1
SDH276,331,Virudhunagar,Directorate of Medical and Rural Health Services(DMS),Tiruchuli-SDH,SDH,50,39,409,1041,0,30,4,8,2,19,0
SDH277,332,Virudhunagar,Directorate of Medical and Rural Health Services(DMS),Kallamanayackanpatti-SDH,SDH,14,4,433,744,0,30,3,3,1,1,0
SDH278,333,Virudhunagar,Directorate of Medical and Rural Health Services(DMS),Watrap-SDH,SDH,42,32,843,1453,0,30,3,10,3,16,0
CHC001,334,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Andimadam,UG-CHC(MCH),7,7,1085,978,0,13,3,2,2,1,0
CHC002,335,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Kadugur,UG-CHC,7,6,3180,13472,0,13,3,2,2,1,0
CHC003,336,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Meensurutty,UG-CHC,7,6,2463,4895,0,13,4,2,2,1,0
CHC004,337,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Kumuliam,UG-CHC,7,6,691,1316,0,13,3,2,2,1,0
CHC005,338,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),T.Palur,UG-CHC,7,6,444,1493,0,13,3,2,2,1,0
CHC006,339,Ariyalur,Directorate Of Public Health And Preventive Medicine(DPH),Tirumanur,UG-CHC,7,6,1823,3374,0,13,4,2,2,1,0
CHC022,355,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Periapodu,UG-CHC,7,6,1091,1673,0,13,3,2,2,1,0
CHC023,356,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Pogalur,UG-CHC,7,6,1501,1767,0,13,3,2,2,1,0
CHC024,357,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Karamadai,UG-CHC,7,6,2847,6513,0,13,9,2,2,1,0
CHC025,358,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Nallattipalayam,UG-CHC,7,6,3114,7164,0,13,4,2,2,1,0
